listing_id,id,date,reviewer_id,reviewer_name,comments
6160803,31492101,2015-05-05,32037250,Xunxun,"The house is great, everything is ready for us when get there. We had a great time staying here."
6160803,32623175,2015-05-19,30267003,Ann,"My family and I are very pleased with the accommodation of the the place. It is very clean, comfortable and  well equipped. The location is convenient as well. "
6160803,33936513,2015-06-02,4396826,Robert Marshall,"Thomas and Jenny's place provided us with a wonderful and comfortable home base from which to operate during our visit to Boston. The home was spacious, clean, centrally located and thoroughly enjoyable. I recommend it highly, especially for larger groups."
6160803,35173316,2015-06-15,35404156,Guo,Good
6160803,35353758,2015-06-17,2877170,Jc,"My friends and I love our stay and love the space.  It was a nice change after so many days at a hotel.  It was a nice quiet neighborhood but it doesn't seem like the best part of town.  Jenny is very prompt at responding to every question.  Very lovely front yard.  Though, 10 am check out was a little too early for us... Overall, I'd still recommend this place."
6160803,35475913,2015-06-19,4607064,Gautier,"We really enjoyed our stay at Thomas & Jenny's place. Evrything was as described on the listing.
We didn't stayed much in the neighborhood during the day but it doesn't seem to be the most touristic place :) So, make sure you have a car or take public transportation to go to downtown Boston.

Thanks again for hosting us :)"
6160803,35837440,2015-06-22,34584185,Steven,"The host is super polite, and all instructions and house rules are very clearly laid out.  More importantly, is is the best house we ever booked for our 10-people church retreat / gathering!  The house is in a super great location, 5 gorgeous bed rooms with 3 queen-size beds and 4 single beds.  The neighborhood is very quite and calm, and we used the fantastic kitchen for our lunch and dinner cooking.  There are many other choices in Boston area, but I will say this is the best one I'm ever seen.  If my church is doing another retreat, we will definitely come back to book this house again!  Both bathrooms are super clean and tidy.  Couch area is wonderfully comfortable for group chatting and playing board games.  The nice huge patio on the first floor is another perfect place for group discussion / activity / prayer!  We even leveraged the dim sum (3-min walk) nearby for one of our lunches!  Cannot think of a better place than this lovely house to host a 10-people event!"
6160803,36018318,2015-06-24,32534106,John,"We had the most amazing time while our stay in Boston.  The house was more then the pictures and other reviews wrote about.  Thomas and Jenny are great hosts who answered all our questions.  The house is very clean and a great place to stay that is a quick drive to the city.

Would surely stay here again if we ever go back to Boston and would recommend the house to our friends."
6160803,36405364,2015-06-28,27146046,Mona And Trond Hovland,"We were two families – 9 persons - staying here for a few days, and we had a great time. The house was very well equipped. We loved the big and airy rooms with very good beds. Everything was new, nice and tidy. We had a great stay in Boston, and we will recommend this house to any families og groups of friends going to Boston."
6160803,37071500,2015-07-04,23749481,James,"We had a great time in Boston and Thomas and Jenny's lovely home contributed to that, There place is very clean,very spacious and everything is in working order. The parking is ideal and it's location is  easy to get to downtown Boston and the various interstates. Their place is quiet and the yard is very nice, and the kitchen is nice and having a easy to use washer and dryer made things nice (We travel with three kiddos) The beds were almost to comfy.  I suggest bringing an alarm.  As we were rushing to catch our flight, I couldn't find the email with the lock box code . In a rush i texted Jenny asking for the code, literally within the minute she replied back and away we went. Talk about great communication when I needed it most. Thank you~"
6160803,37351530,2015-07-06,35330735,Ryan,"A group of us stayed here for the July 4th weekend and had an amazing experience. We had never used Airbnb before and were overly pleased with the accommodations provided. The house was very clean and had everything we needed, all of our inquiries were quickly responded too and the entire experience was very simple and easy and we were all happy that we had stayed here rather than a hotel.
The only issue we did have (and is in no way a reflection to the property) was getting a taxi. We were told that taxi's don't come to the area often and even when we called multiple times, we waited hours and the drivers didn't even know where Fenway Park was and wanted us (tourists) to direct them. 
I highly recommend staying here and using Uber if you do want to take your own vehicle into the city, it worked wonders.
Again, amazing experience. If we travel back to Boston  we would 100% stay here again."
6160803,38277278,2015-07-14,33108511,Shannon,"This was a very nice apartment and super convenient for my family since it was only minutes away from my family in Dorchester. It was fully equipped with just about everything we needed, very clean, spacious, and the neighbors were really nice. We would definitely stay here again."
6160803,38858477,2015-07-19,34790023,Michael,"This ended up being a perfect rental for our business trip. Each one of our team members had their own bedroom, and the space was clean and comfortable for everyone. The home is within walking distance of the T, which we made good use of. Most of our trip was spent around the harbor/financial district, so we didn't spend much time in the neighborhood around the home, but it seemed like there were enough businesses within walking distance of the home that it would have been convenient to pick up takeout or groceries had we needed. My colleagues and I may come back to Boston for other business, and if we do I would not hesitate at all to stay here again. "
6160803,39378957,2015-07-23,31693701,Kelli,"A group of 8 (4 adults, 4 children) stayed here for 3 days in July.  The house was very clean and well equipped.  We had plenty of room.  The upstairs room of the apartment is a great place for kids to play without having to worry about bothering anyone downstairs. Thomas and Jenny were great hosts and very responsive.  A minor issue was addressed extremely quickly.  Would stay here again!"
6160803,39622247,2015-07-25,33915369,Jenny,We really enjoyed our time at this house in Dorchester.  Everything was exactly as the pictures showed it to be.  The house was immaculate and had everything that you could need.  The T stop was about a 15-20 minute walk.  The owners were very responsive to our questions.  I would not hesitate to stay here again.
6160803,39786802,2015-07-26,36060066,William,"The apartment was as described, very nice, good communications, would recommend highly to anyone going to Boston, or to Fenway Park for a game like we did."
6160803,39976379,2015-07-27,14188296,Aaron,House was great. Awesome location. Place was very nice and take care of. Absolutely great place to stay in Boston.
6160803,42179245,2015-08-11,38199160,Kristina,Jenny was fantastic! She got back to me quickly whenever I emailed her. The apartment was clean and awesome. Everything we needed. Thank you so much! We would definitely recommend this to anyone traveling to Boston! 
6160803,44552138,2015-08-27,2245051,Dave,Thomas and Jenny were quick to respond to inquires about the space and worked with me to settle our group in our accommodations. The pictures represented the listing well and we were incredibly pleased with the amenities provided to us. The neighborhood was a little difficult to navigate due to the small streets (FYI if you are driving in using a big vehicle)
6160803,45497141,2015-09-03,40970256,Yiqing,"This house provided us everything we needed during our stay. We had total of 7 people stayed there for a week. The apartment looked exactly the same as shown on the website. Spacious living area along with a fully equipped modern kitchen, everything was just beyond our expectations. The neighborhood was quiet and safe. And Jenny the landlord, she is very responsive. She answered all of our questions quickly and patiently. Overall, me and my family were more than satisfied to stay in Jenny's apartment. I would strongly recommend it to anyone who  is looking for a comfy  home to stay in Boston. "
6160803,47155901,2015-09-16,1514836,Fernando,"The house was neat and clean, very big and comfortable. It had everything we needed and more.  We recommend it for big families traveling together.  The neighborhood is quiet, nice and safe. Groceries stores nearby, train station a 10 minutes walk away, so very convenient.  We really enjoyed our time in Boston! "
6160803,48990380,2015-09-30,36569355,Tera,"Thomas and Jenny were great to work with and quick to answer any of my questions, even while staying at their home.  It was nice to stay in a local neighborhood to get the real feel of living in the Boston area.  It was close to the T and also just an Uber drive away from everything.  "
6160803,49772278,2015-10-06,7802535,Ryan,Thomas and Jenny provided a carefree stay in their beautiful home. Arrival and leaving were seamless and our family loved all being together in one place. All was very clean and we needed nothing. I would certainly stay here again.
6160803,49971147,2015-10-08,33687355,Pat,"Loved our two days / two nights at Thomas and Jenny's place.  Perfect for four, retired couples traveling together.  Close to Boston area venues. Nice kitchen and dining / living room.  Comfortable and clean.  Great place for an extended family reunion or larger party of 8-10.  We'd stay here again!!  "
6160803,50456249,2015-10-12,22011449,Cindy,"The listing was nicer then pictures show. The house is a lovely older updated centerhall style home. (Beautifully restored wood floors!) The unit we stayed in was the second and third floor. It was perfect for my family which was in from all over for my daughter's wedding. And it was quite, too. The parking was easy (two places in the driveway) and plenty free on the street. The location offers easy access to Boston and the neighborhood is safe.  I highly recommend this for business groups or extended families."
6160803,50811869,2015-10-14,46109316,Nao,"5ベッドルームすべてを貸し切る形で友人含めて10人で利用しました。シングルベッド2つのお部屋が一つ、2段ベッドの部屋が一つ、クイーンサイズベッド一つのお部屋が三つでしたので、男女が一緒に使う場合は参考にしてください。
リビングダイニングとキッチンはとても広くて快適でした。キッチンは今回使いませんでしたが、食器やカトラリー、鍋等そろっています。チェックインの時間が夜の10時くらいになってしまい、頂いていたキーナンバーで入れなかったのですが、電話をしたらすぐに対応して頂けました。なお、ダウンタウンからは電車で20分くらいです。家から駅までは12分ほど歩きますが、特に問題は感じませんでした。おすすめしたいお家です。
"
6160803,52091561,2015-10-26,19069176,Simon,The apartment was spacious and accommodating. We stayed for our business trip and it suited our needs. Approximately 20 minutes to the Hynes Convention Center. 
6160803,55018948,2015-11-27,48005738,H,So good. Give me a good traveled.
6160803,56032283,2015-12-08,4994061,Linda,"Thomas & Jenny both were a great host. Upon our arrival, the house was extremely clean and the beds were all very well made.  The house was fully stocked with kitchen utensils, a washer & dryer, and plenty of extra pillows to satisfy your comfort needs. The location was so convenient to us; we definitely appreciated how quiet the  neighborhood was and how there was plenty of parking spaces on the street. Overall, we had a wonderful stay. Thank you Thomas and Jenny for the hospitality.  "
6160803,58580914,2016-01-03,49132157,Keith,"This was a great place, a great stay. Very clean and comfortable. All the amenities were as advertised, spacious and attractive. And convenient to down town!

We had a couple of questions and our hosts were responsive and quick to provide answers. 

Very happy with our stay!! Everything was great."
6160803,61791363,2016-02-08,9642297,Murat,Hosts were great and the house was very nice and clean. Everything was as expected based on the descriptions. Not too far from subway so relatively easy to get into down town. Quite neighbourhood with a great cafe nearby (Dot2Dot).
6160803,64737068,2016-03-06,16640784,Justine,The house and location were perfect for our last minute trip to Boston! I highly recommend this wonderful home!
6160803,66401011,2016-03-22,55022027,Jillian,"The house was easy to find and close to a CVS, package store and restaurants. The space was very clean, nicely decorated, spacious and inviting. There was plenty of room for the seven of us to hang out in the main area. The yellow roses on the kitchen table was a lovely welcome. The bedrooms only have mini blinds (no curtains) so it is very sunny and bright in the morning- consider bringing an eye mask if you want to sleep in- I did and it was fine! We had such a fun trip and all wished we could have spent even more time at the house. Thomas and Jenny checked in with us on our second day to make sure we were all settled in which was considerate. I would definitely come back!"
6160803,68315455,2016-04-04,13959817,Jill,"The house was perfect for our group of 7 and would have been comfortable for up to 10.  It is very clean and just like shown in the pictures.  Being able to park 2 cars was great, and it was an easy 10 minute walk to the T.  I highly recommend this home and would definitely stay here if we travel to the Boston area again.  "
6160803,70866326,2016-04-21,38846538,Stacey And Nate,"Our stay in the Dorchester House worked out very well for our week long stay as we were in town for the Boston Marathon. The sleeping options fit our group of friends and family perfectly. The walk to the train at Fields Corners wasn't too bad. The keyless entry was perfect for our large group coming and going at different times. We made a decent amount of meals at the house to save money and all I really missed having was a cookie sheet and luckily I brought my own seasoning because this house doesn't have any. There is a nice pasta strainer not pictured in case anyone was wondering. If you do come with a larger group, take care to space out showering and possibly have some shower the night before. The hot water only goes so far. 
But despite that it was a great stay and a good experience. I would recommend it to other groups like ours. 
Thank you Thomas and Jenny

-Parks and Pancakes"
6160803,71655612,2016-04-27,68326236,Kevin,"Quiet neighborhood, accurate description.  There are two beds on the attic but they are pretty much only good for one person.  Condo was well equipped for cooking."
6160803,74485201,2016-05-15,22551957,Jose Alberto,"We stayed at this property in Dorchester, Boston for 7 days and it fulfilled our expectations.  We were a family of 8 members attending graduation ceremonies in Boston.  The apartment is located on the 2nd floor of a large home and it accomodated 8 persons in 3 bedrooms and 2 in the attic.  The apt. was clean and it looked exactly the same as what the photos portrayed. The kitchen has all the necessary utensils, washer, dryer, towels,  and everything you need.  We enjoyed the cleanliness, comfort and felt like at home.  The only inconvenience was the steep stairs both entering the apt. and going into the attic. especially since we had 3 senior citizens with health problems, still we managed to assist them while going up the stairs.  The apt. is well-aired and lighted, and the beds are comfortable.  The use of WC got a little busy in the morning since there are only two of them but we managed as well.  The area in Dorchester is safe and with easy access to and from downtown Boston and other areas.  I highly recommend this apt. for its cleanliness, size, and the frequent communication with the owner who is willing to assist any needs one has.  The parking space is shared with other tenants but the property has enough space to park several cars.  Quiet neighborhood. This property definitely honors the Airbnb policy of renting a home and feeling like part of that home, surroundings and environment.  Two thumbs up!"
6160803,75058752,2016-05-18,21543630,Beth,"A great value. This home accommodated seven women who traveled together to Boston for a board meeting and it cost our nonprofit a fraction of what we would have had to spend on hotel rooms. Easily accessible to downtown via Uber for roughly $15 each way. Clean, roomy and comfortable for our two-night stay. If we would stay here again, I'd want to remember to pack an extra hotel-sized soap (toiletries aren't provided) and a roll of toilet paper, as the owners request that you replace what is used. Note that this home is on the second floor; we didn't have a problem lugging our carry-on luggage up the steep flight of stairs, but with larger bags or frailer guests you may have difficulty."
6160803,75608898,2016-05-22,46744282,Diane,"This was a great vacation rental.  It was probably the cleanest vacation rental we have ever stayed in and in a very quiet neighborhood.  The setup as far as bedrooms and bathrooms was perfect for my family of seven adults.  When we initially had trouble locking up and called our hosts, they answered immediately and were very helpful.  Jenny also checked in with us on our second day to make sure we were doing okay.  The rental was exactly as described.  I wish I had re-read the previous reviews the week before we arrived so that I wouldn't have been surprised by the bright sunshine in the bedrooms each morning.  The kitchen is adequately supplied with cooking utensils but not what I would call a fully stocked kitchen, especially for a large group.  As another reviewer pointed out, if you have as many people staying as we did, you will want to space out the showers but we would have to do that at our home too.  It was also a little disconcerting after arriving to find that we had to immediately go to the store because there were only 2 partial rolls of toilet paper for the 2 bathrooms.  I knew we had to provide everything but I didn't think that was going to have to be our very first stop.  Parking was exactly as described but we didn't need the parking area since we utilized the subway.  "
6160803,76864883,2016-05-29,26025511,Hailey,"Not only were the pictures and descriptions accurate - but Jenny was an absolute pleasure to work with. Door keypad entry is genius and worked perfectly with our large group of 9 other girls going different places at different times. We had so much fun and would absolutely recommend both this place and it's hosts to anyone interested. 

"
6160803,78131199,2016-06-05,36290678,Adriene,"This was the perfect place for us! I had a large group of friends and family members, about 13 of us, coming for my son's graduation and I rented  both units. One on the first floor and the other one on the second,  Thomas and Jenny own both places.  The house is beautiful, spacious, well decorated, fully equipped, and very close to Boston and the subway station. It looks exactly like the pictures. Jenny was absolutely fabulous! Always prompt, kind, and generous. We were able to check in earlier which was a tremendous help, so I could get settled before the company arrived. I highly recommend this place, and I feel very fortunate to have found it!"
6160803,80541347,2016-06-18,65023421,Li,The place is clean and spacious. have a big garden and the location is convenient. Overall experience is excellent. 
6160803,82675371,2016-06-28,49175950,Jack,"It was a beautiful place for the 6 of us that traveled. Transit, convenience stores, & eateries were all within a 15 minute walk. "
6160803,83019584,2016-06-30,63665001,Tania,"This was a one night stopover for our group of 10 passing through Boston.  The house was charming, clean and comfortable. We ate at Chau Chow Chinese just down the road which was an easy, good value option after we arrived quite late. Didn't meet our hosts but they were helpful and readily available."
6160803,84120307,2016-07-05,57677392,Mary,"We were pleased with this AirBnB. We found the apartment well furnished, with appropriate amenities,  and reasonably priced. The starter kit was helpful. We very much enjoyed staying there.

However, our apartment was on the second floor of the home. The stairs to the apartment were very steep with only 6"" treads and caused problems for two of our group. In one case, a fall resulted in a bad ankle sprain.

We recommend that the landlord look at replacing the steps with wider treads and better banisters."
6160803,85872354,2016-07-13,16002758,Sarah,"We received an email providing us with all the necessary information regarding key codes and more well before checkin.  We found our place to be clean, airy, and spacious.  It was perfect for our needs."
6160803,86246481,2016-07-15,82175123,Michael,Good values for big family and friends traveling together.  Please is clean and spacious.
6160803,90323622,2016-07-31,23349003,LeAnn,"Thomas and Jenny's airbnb was a fantastic experience for my guests and I.  My mom, aunts, and cousins were in town for my bridal shower weekend and it was a great space for us all to gather with enough room for everyone to have their own space.  The unit was spacious, very clean, and had a stocked kitchen will all necessities.  "
6160803,96032519,2016-08-21,59662524,Yanxi,"It is an awesome house. We all like it very much. The rooms are very big and really clean. Also, the environment around it is also excellent. It was really a perfect experience."
6160803,97163822,2016-08-26,30354,Randall,As a group we felt comfortable and at home for the entire stay. The place clean and odor free.Walking distance to food and restaurants. Convention center 10 minutes by car. The host was available.   I would stay here again.
6160803,97814419,2016-08-28,59908935,Linda,"I had the place for my family who were visiting from Houston this past weekend for my wedding.  I do not how there stay was per se, but from walking in the first day after dropping them off, it was really amazing to see a well furnish place.  Pictures does not do the place justice.  Closed to everything and just a great place overall in Boston."
6160803,103036350,2016-09-20,75225306,Simon,"This property was used as part of a two week family holiday to the US. We used hotels in NY and decided to use Airbnb in Boston.

There are definitely pros and some cons here. Firstly the size, lots of space, building consists of two floors. We occupied the upper floor which had great space including 3 double bedrooms and two rooms with two single beds, one of which was a bunk. Good lounge area, with a large TV and Internet. The kitchen is fully fitted with cooking and laundry facilities. The whole apartment is spotless, it's cleanliness was notable. We would have to say though that the slatted beds are creaky. 

It's location is a 10 min walk to the T transport which is only a few stops from the centre of Boston, around $5 round trip. The local area around the property doesn't offer much, but we had planned to be away most of the day sightseeing. We did however decide to use Uber to return to the property to avoid the local T station at night, around $10-15. We did consider taking our hire car but parking in Boston was difficult or expensive."
6160803,103631924,2016-09-23,60801624,Катерина,Jenny была отличной хозяйкой. Хороший чистый комфортный дом. Все было замечательно. Немного далековато от центра. Но в остальном все было замечательно.
6160803,104925832,2016-09-29,4321466,Yuan,"The house is very spacious, well furnished, and was well liked by our group.  It is located close to CVS, an alcohol store, and a grocery store for easy access to food.  We used uber and lyft to travel to downtown Boston and they were easy to get in this area.  We would highly recommend this location to future travelers."
6160803,106231426,2016-10-04,67211594,Simon,"We travelled over from the UK for a family reunion and celebration.  Finding somewhere that can accommodate 8 adults comfortably isn't easy, but the house was great for this.  It's a bit further out if the city than we'd ideally like, but it's only a 10-minute walk to Fields Corner on the T, so this wasn't a problem.  There are places to eat and buy groceries nearby.  There's lots of space, and the neighbourhood is safe. Great for large groups like ours. Thomas and Jenny were easy to deal with and sorted the one problem that arose promptly. "
6160803,107168976,2016-10-09,86510886,Robert,"This place worked out very well for our group of 3 senior couples. We found it to be clean, comfortable, well-maintained and quiet. Although it is a ways from downtown Boston, we found the bus and rail system to be a convenient and inexpensive way to get around. The house is only about one block from a bus stop, and the bus ride to the rail station was only about 10 minutes. We occasionally had to wait 15 or 20 minutes for the next bus.  There were some limited shopping and dining options within a 15-minute or so walk which wasn't real convenient for us. The kitchen is small but functional. We didn't want to do any cooking other than breakfast anyway, so the kitchen was more than adequate for that. "
6160803,108551017,2016-10-16,39478088,Shawn,A perfect place a large group.
6160803,110489338,2016-10-26,1012372,Jennifer,Lots of room for our group. Was great having parking on site. Thomas and Jenny were very responsive. 
6160803,111819203,2016-11-01,14054588,Geraint,"Thanks very much for making the place available, it was a lovely place. 10minutes from the metro so easy to get into central Boston but the house is in a quiet area that doesn't suffer from prices in central Boston. We hope to be back next year so will try to rebook."
6160803,113237816,2016-11-11,2787154,Carman,Thomas & Jenny's place was ideal for our group of 5 co-workers traveling to Boston for a conference. Spacious. Clean. Quiet. Recommended. 
6160803,114866899,2016-11-20,2729698,Joseph, 
